Company,Product,TypeName,Inches,ScreenResolution,Ram,OpSys,Cpu Brand,Cpu Model,Cpu Rate,HD,SSD,HDD,Flash Storage,Hybrid,Gpu Brand,Gpu Model,Unnamed: 17,Price_euros
Huawei,Product_885,Gaming,11.1,4K Ultra HD 3840x2160,8GB,Mac OS X,Intel,Core i9 3173U,2.1GHz,512.0,128,1000.0,128.0,0.0,Nvidia,HD Graphics 549,,332.39
Asus,Product_449,Ultrabook,14.8,IPS Panel Full HD 1920x1200,32GB,Windows 10 S,Intel,Core i5 7397U,3.2GHz,128.0,256,1000.0,128.0,1.0,Intel,HD Graphics 1363,,556.26
Razer,Product_269,2 in 1 Convertible,15.2,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,32GB,Windows 10,Intel,Core i3 5726U,1.5GHz,256.0,1024,0.0,32.0,0.0,Intel,GeForce 1513,,816.36
Dell,Product_146,Workstation,11.1,1920x1080,8GB,Windows 10,Intel,Core i7 6018U,3.5GHz,256.0,1024,0.0,64.0,1.0,Nvidia,Radeon 864,,575.38
Google,Product_790,Notebook,11.9,4K Ultra HD / Touchscreen 3840x2160,32GB,Mac OS X,AMD,Core i7 7417U,1.7GHz,256.0,512,500.0,64.0,0.0,Nvidia,Radeon 1798,,1219.87
Xiaomi,Product_626,Notebook,16.6,IPS Panel Full HD 1366x768,16GB,Windows 7,AMD,Core i5 8021U,1.4GHz,256.0,512,1000.0,32.0,0.0,Intel,GeForce 706,,575.27
Fujitsu,Product_765,2 in 1 Convertible,11.8,IPS Panel Full HD 2560x1440,32GB,Windows 10 S,Intel,Core i5 7966U,3.6GHz,256.0,512,1000.0,0.0,1.0,AMD,Radeon 1880,,1361.56
MSI,Product_449,Gaming,16.5,Touchscreen / Full HD 1920x1080,32GB,Windows 7,Intel,Core i7 4636U,3.8GHz,0.0,0,500.0,0.0,0.0,AMD,Radeon 1877,,954.78
Asus,Product_838,Gaming,12.5,IPS Panel 1366x768,16GB,Chrome OS,AMD,Core i5 6944U,2.5GHz,0.0,128,1000.0,64.0,1.0,AMD,HD Graphics 1692,,724.83
LG,Product_240,Workstation,12.4,IPS Panel Quad HD+ 2560x1440,32GB,Windows 7,Intel,Core i3 8436U,2.2GHz,0.0,256,500.0,32.0,0.0,Intel,GeForce 1697,,1740.2
Huawei,Product_886,Netbook,11.1,IPS Panel 1366x768,32GB,Mac OS X,AMD,Core i9 7126U,3.9GHz,256.0,1024,500.0,64.0,0.0,Nvidia,HD Graphics 743,,1860.83
Samsung,Product_602,Ultrabook,14.4,IPS Panel 2560x1440,8GB,Mac OS X,Intel,Core i3 7596U,1.8GHz,512.0,1024,1000.0,128.0,1.0,Nvidia,GeForce 908,,640.29
Huawei,Product_684,Ultrabook,14.4,IPS Panel 1366x768,4GB,Windows 7,AMD,Core i7 4802U,3.8GHz,512.0,1024,500.0,128.0,0.0,Intel,HD Graphics 1901,,481.13
Toshiba,Product_983,2 in 1 Convertible,13.9,IPS Panel 1366x768,32GB,Windows 10 S,AMD,Core i9 7175U,3.1GHz,128.0,1024,1000.0,64.0,1.0,Nvidia,Radeon 1472,,559.85
MSI,Product_978,2 in 1 Convertible,12.9,IPS Panel Quad HD+ / Touchscreen 3200x1800,16GB,Windows 7,Intel,Core i5 4428U,2.0GHz,512.0,512,500.0,32.0,1.0,AMD,Radeon 1516,,729.96
Toshiba,Product_127,Netbook,12.9,IPS Panel Touchscreen 2560x1440,32GB,Chrome OS,Intel,Core i5 7776U,2.8GHz,0.0,256,1000.0,32.0,0.0,AMD,GeForce 1557,,1068.17
Mediacom,Product_130,Gaming,15.4,IPS Panel 2560x1440,4GB,Linux,AMD,Core i3 5954U,1.7GHz,256.0,1024,500.0,128.0,0.0,Nvidia,Radeon 950,,1482.79
Lenovo,Product_897,Notebook,11.7,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,16GB,Windows 10,Intel,Core i7 3986U,1.9GHz,512.0,256,500.0,128.0,1.0,Intel,Radeon 685,,1540.67
MSI,Product_891,Notebook,15.8,IPS Panel Full HD 1366x768,8GB,Windows 10 S,AMD,Core i3 6135U,3.9GHz,256.0,256,0.0,32.0,0.0,Nvidia,Radeon 563,,1979.49
Samsung,Product_817,2 in 1 Convertible,15.1,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,16GB,Mac OS X,AMD,Core i9 3972U,3.2GHz,512.0,0,500.0,128.0,0.0,AMD,GeForce 1019,,1507.81
Microsoft,Product_253,Gaming,17.1,IPS Panel Full HD 2160x1440,32GB,Linux,Intel,Core i5 8133U,3.6GHz,0.0,0,1000.0,128.0,0.0,AMD,GeForce 1116,,659.98
LG,Product_289,Workstation,14.8,Full HD / Touchscreen 1920x1080,16GB,Linux,AMD,Core i7 3477U,2.7GHz,128.0,0,500.0,0.0,0.0,AMD,GeForce 750,,1371.56
Xiaomi,Product_959,Notebook,12.7,IPS Panel Touchscreen 2560x1440,4GB,No OS,AMD,Core i7 7492U,3.6GHz,256.0,1024,500.0,128.0,0.0,Intel,Radeon 1285,,595.92
Asus,Product_465,Workstation,15.2,1600x900,16GB,Mac OS X,AMD,Core i9 3085U,2.2GHz,128.0,1024,0.0,64.0,1.0,AMD,GeForce 1022,,934.42
Microsoft,Product_442,Notebook,16.6,Touchscreen 2400x1600,8GB,Linux,Intel,Core i5 7392U,3.3GHz,512.0,0,500.0,128.0,1.0,AMD,GeForce 1687,,1001.5
Google,Product_874,Workstation,16.3,Touchscreen 2400x1600,32GB,Mac OS X,Intel,Core i9 3840U,3.0GHz,128.0,512,0.0,128.0,1.0,AMD,Radeon 614,,481.68
Lenovo,Product_505,Notebook,16.6,IPS Panel 4K Ultra HD 3840x2160,4GB,No OS,Intel,Core i9 8044U,1.4GHz,0.0,1024,500.0,0.0,1.0,Nvidia,Radeon 916,,1466.98
Huawei,Product_597,2 in 1 Convertible,11.5,1600x900,16GB,Linux,AMD,Core i5 3044U,3.0GHz,128.0,128,1000.0,32.0,0.0,Nvidia,HD Graphics 1349,,415.22
Acer,Product_499,Gaming,16.9,IPS Panel Full HD 1920x1200,16GB,Mac OS X,AMD,Core i9 5181U,3.3GHz,128.0,128,1000.0,0.0,0.0,AMD,HD Graphics 1388,,1884.45
HP,Product_905,2 in 1 Convertible,14.9,Quad HD+ / Touchscreen 3200x1800,32GB,Chrome OS,Intel,Core i3 8484U,2.7GHz,256.0,512,1000.0,128.0,0.0,AMD,Radeon 1964,,1098.27
LG,Product_576,Gaming,13.0,2560x1440,8GB,No OS,AMD,Core i3 4887U,2.6GHz,0.0,256,1000.0,0.0,1.0,Intel,GeForce 1697,,1092.75
Acer,Product_163,Ultrabook,11.6,IPS Panel Full HD 2560x1440,4GB,Mac OS X,Intel,Core i5 8018U,2.3GHz,128.0,512,0.0,32.0,0.0,AMD,HD Graphics 1898,,525.11
Apple,Product_53,Gaming,16.1,1600x900,8GB,Windows 10,AMD,Core i9 7459U,1.0GHz,0.0,0,0.0,128.0,0.0,Nvidia,GeForce 1632,,1255.19
Toshiba,Product_214,Workstation,12.4,Touchscreen / Quad HD+ 3200x1800,32GB,No OS,Intel,Core i3 8063U,3.4GHz,0.0,1024,1000.0,128.0,1.0,Nvidia,Radeon 1819,,451.37
Mediacom,Product_271,Notebook,15.1,IPS Panel Quad HD+ 2560x1440,4GB,Windows 10 S,Intel,Core i7 5882U,3.3GHz,256.0,512,0.0,32.0,0.0,Nvidia,Radeon 1080,,1036.07
Acer,Product_518,Notebook,13.9,IPS Panel Quad HD+ 3200x1800,32GB,Chrome OS,Intel,Core i7 7178U,4.0GHz,256.0,128,0.0,32.0,0.0,AMD,HD Graphics 1387,,368.54
Acer,Product_297,2 in 1 Convertible,14.6,Touchscreen / Quad HD+ 3200x1800,32GB,Linux,AMD,Core i3 8150U,2.3GHz,512.0,512,0.0,64.0,0.0,Nvidia,GeForce 708,,1526.65
Huawei,Product_622,2 in 1 Convertible,12.8,Touchscreen 2400x1600,4GB,No OS,Intel,Core i3 6975U,2.9GHz,256.0,512,500.0,0.0,1.0,AMD,Radeon 1283,,1818.07
Google,Product_596,Netbook,11.2,IPS Panel Quad HD+ 2560x1440,16GB,No OS,AMD,Core i7 4860U,3.7GHz,512.0,256,0.0,64.0,1.0,Intel,GeForce 1509,,743.08
Lenovo,Product_623,Ultrabook,14.9,Touchscreen 1366x768,4GB,Windows 7,AMD,Core i7 5123U,1.2GHz,128.0,1024,0.0,0.0,1.0,Intel,HD Graphics 1308,,802.2
Apple,Product_680,Workstation,17.1,Touchscreen 2256x1504,32GB,Windows 10,Intel,Core i3 4470U,1.0GHz,0.0,0,500.0,128.0,0.0,Intel,Radeon 1580,,1536.36
Fujitsu,Product_510,2 in 1 Convertible,17.2,Touchscreen / Quad HD+ 3200x1800,4GB,Linux,AMD,Core i3 6656U,2.3GHz,512.0,512,1000.0,32.0,0.0,Intel,Radeon 1985,,1244.58
Microsoft,Product_651,Netbook,14.2,4K Ultra HD 3840x2160,32GB,Linux,AMD,Core i9 7090U,2.0GHz,128.0,256,500.0,64.0,0.0,Nvidia,Radeon 737,,1420.66
LG,Product_23,Notebook,12.7,Full HD / Touchscreen 1920x1080,16GB,No OS,AMD,Core i3 8181U,3.8GHz,256.0,0,500.0,32.0,1.0,Nvidia,GeForce 631,,918.89
Xiaomi,Product_548,Gaming,11.2,IPS Panel Full HD 2160x1440,4GB,Mac OS X,Intel,Core i3 6034U,2.2GHz,256.0,1024,1000.0,64.0,1.0,Nvidia,Radeon 1034,,1894.03
LG,Product_700,Ultrabook,17.2,1600x900,4GB,No OS,Intel,Core i9 4078U,3.2GHz,0.0,256,1000.0,0.0,1.0,Nvidia,GeForce 1808,,1966.17
MSI,Product_96,Netbook,14.7,IPS Panel Quad HD+ 2560x1440,32GB,Windows 10,AMD,Core i7 3727U,2.4GHz,128.0,256,500.0,128.0,1.0,AMD,HD Graphics 907,,1298.45
Huawei,Product_613,Workstation,14.7,IPS Panel Full HD 2160x1440,8GB,Mac OS X,Intel,Core i9 7959U,1.9GHz,512.0,512,1000.0,0.0,1.0,Intel,GeForce 1828,,927.78
LG,Product_825,Workstation,14.6,Touchscreen / Quad HD+ 3200x1800,4GB,Windows 10 S,Intel,Core i7 3576U,2.6GHz,256.0,0,500.0,128.0,0.0,Intel,Radeon 1232,,1260.69
Apple,Product_356,Netbook,12.7,Touchscreen / Quad HD+ 3200x1800,32GB,Windows 7,Intel,Core i9 7355U,2.3GHz,128.0,512,0.0,32.0,0.0,Nvidia,Radeon 1662,,1051.7
LG,Product_601,Workstation,13.1,1920x1080,32GB,No OS,Intel,Core i7 4024U,1.1GHz,128.0,0,0.0,0.0,1.0,AMD,HD Graphics 1381,,1483.89
Google,Product_580,Ultrabook,12.0,4K Ultra HD / Touchscreen 3840x2160,32GB,Mac OS X,Intel,Core i7 6771U,3.1GHz,512.0,256,0.0,64.0,1.0,Intel,GeForce 976,,1069.81
Apple,Product_750,Gaming,12.5,IPS Panel Full HD 1920x1080,32GB,No OS,AMD,Core i9 7282U,1.6GHz,512.0,1024,1000.0,128.0,1.0,Intel,HD Graphics 1987,,320.37
Dell,Product_227,Netbook,13.8,Touchscreen 2560x1440,32GB,Mac OS X,AMD,Core i7 4619U,1.4GHz,512.0,1024,0.0,128.0,1.0,Intel,HD Graphics 1222,,939.55
Fujitsu,Product_733,Workstation,11.8,Touchscreen / 4K Ultra HD 3840x2160,4GB,Windows 10 S,Intel,Core i5 4090U,3.4GHz,512.0,0,1000.0,64.0,0.0,AMD,GeForce 1063,,1625.67
Lenovo,Product_427,Ultrabook,14.9,IPS Panel Quad HD+ / Touchscreen 3200x1800,32GB,Windows 10 S,Intel,Core i3 4186U,2.7GHz,128.0,256,500.0,128.0,1.0,Intel,Radeon 812,,1858.6
LG,Product_689,Ultrabook,12.5,Touchscreen 2400x1600,16GB,Chrome OS,Intel,Core i7 6100U,2.7GHz,256.0,0,500.0,0.0,0.0,Nvidia,Radeon 1674,,366.04
LG,Product_681,Netbook,16.3,Full HD 1920x1080,8GB,Windows 10,AMD,Core i3 8001U,3.5GHz,128.0,512,500.0,64.0,0.0,Intel,Radeon 1119,,1089.7
Samsung,Product_181,Workstation,15.1,IPS Panel Quad HD+ 3200x1800,8GB,Windows 10,Intel,Core i9 6679U,2.1GHz,256.0,256,500.0,32.0,1.0,Nvidia,GeForce 1916,,1398.83
Microsoft,Product_603,Netbook,15.3,IPS Panel Full HD 2160x1440,8GB,Windows 10,AMD,Core i3 7858U,3.6GHz,512.0,128,500.0,64.0,1.0,AMD,Radeon 1383,,1992.57
Apple,Product_222,2 in 1 Convertible,13.2,1366x768,32GB,Chrome OS,Intel,Core i5 8823U,3.5GHz,0.0,1024,500.0,0.0,0.0,AMD,Radeon 582,,1318.26
Dell,Product_813,2 in 1 Convertible,15.8,IPS Panel Quad HD+ / Touchscreen 3200x1800,8GB,Linux,AMD,Core i5 8408U,2.9GHz,0.0,256,1000.0,,1.0,AMD,GeForce 1167,,1685.85
Samsung,Product_469,Ultrabook,12.7,IPS Panel Retina Display 2304x1440,4GB,Linux,AMD,Core i9 8830U,3.3GHz,512.0,1024,0.0,64.0,0.0,Nvidia,HD Graphics 751,,1327.67
Huawei,Product_776,Workstation,12.0,IPS Panel Quad HD+ / Touchscreen 3200x1800,32GB,No OS,Intel,Core i9 3751U,1.1GHz,512.0,512,1000.0,0.0,1.0,Nvidia,Radeon 1420,,1773.63
Google,Product_737,Ultrabook,15.2,1600x900,16GB,Windows 7,Intel,Core i7 3308U,3.5GHz,512.0,1024,1000.0,32.0,0.0,Intel,Radeon 1381,,1816.03
Fujitsu,Product_7,Notebook,13.3,IPS Panel 1366x768,16GB,Chrome OS,AMD,Core i3 8448U,3.0GHz,512.0,256,0.0,32.0,1.0,Nvidia,GeForce 1928,,458.82
LG,Product_540,Gaming,12.6,IPS Panel Full HD 2160x1440,32GB,Windows 10 S,AMD,Core i9 3823U,1.7GHz,0.0,512,0.0,0.0,1.0,Intel,HD Graphics 1764,,1471.17
Apple,Product_437,2 in 1 Convertible,11.6,Touchscreen / 4K Ultra HD 3840x2160,32GB,Chrome OS,Intel,Core i7 7143U,3.5GHz,128.0,128,1000.0,32.0,1.0,AMD,GeForce 1253,,367.02
MSI,Product_45,2 in 1 Convertible,15.9,1366x768,4GB,No OS,AMD,Core i3 5056U,2.4GHz,512.0,256,1000.0,128.0,1.0,Nvidia,HD Graphics 1839,,1947.28
Huawei,Product_408,2 in 1 Convertible,15.4,1920x1080,4GB,Windows 7,Intel,Core i5 7213U,2.1GHz,512.0,128,500.0,128.0,0.0,AMD,Radeon 1792,,1440.65
Apple,Product_7,Netbook,12.1,IPS Panel Touchscreen 1366x768,16GB,Mac OS X,Intel,Core i3 7594U,2.8GHz,0.0,0,500.0,0.0,0.0,Nvidia,Radeon 739,,1717.54
Google,Product_220,2 in 1 Convertible,15.9,Touchscreen 1366x768,4GB,Chrome OS,Intel,Core i5 3837U,2.9GHz,256.0,128,1000.0,64.0,0.0,Nvidia,HD Graphics 1004,,1687.64
Fujitsu,Product_713,Workstation,12.2,IPS Panel Quad HD+ 2560x1440,32GB,Windows 10 S,Intel,Core i9 4529U,2.9GHz,512.0,1024,1000.0,32.0,1.0,Intel,Radeon 1894,,1966.6
LG,Product_630,Gaming,13.5,IPS Panel Full HD / Touchscreen 1920x1080,8GB,No OS,AMD,Core i3 7238U,2.1GHz,0.0,128,500.0,128.0,0.0,AMD,Radeon 1810,,1753.7
Toshiba,Product_45,Netbook,12.5,IPS Panel Touchscreen 2560x1440,32GB,Windows 10,Intel,Core i3 6099U,1.1GHz,0.0,0,1000.0,0.0,1.0,Nvidia,Radeon 570,,999.2
Fujitsu,Product_505,Notebook,15.1,IPS Panel 1366x768,32GB,Windows 10,AMD,Core i9 8158U,2.5GHz,0.0,256,1000.0,128.0,0.0,Nvidia,GeForce 1664,,386.31
Huawei,Product_669,Gaming,13.6,IPS Panel 1366x768,16GB,No OS,AMD,Core i5 4903U,1.8GHz,256.0,256,500.0,0.0,1.0,AMD,Radeon 1117,,1636.36
HP,Product_209,2 in 1 Convertible,12.7,IPS Panel 1366x768,8GB,Mac OS X,AMD,Core i9 6080U,3.2GHz,256.0,128,1000.0,32.0,0.0,AMD,Radeon 1213,,327.44
Asus,Product_687,Workstation,16.9,Touchscreen 2560x1440,8GB,No OS,Intel,Core i7 5347U,3.7GHz,0.0,256,0.0,0.0,1.0,AMD,HD Graphics 1447,,1571.67
Huawei,Product_217,Ultrabook,13.5,IPS Panel Touchscreen 1366x768,32GB,Chrome OS,AMD,Core i9 5733U,2.8GHz,512.0,512,0.0,64.0,0.0,Intel,HD Graphics 1568,,1039.69
Acer,Product_757,Notebook,12.9,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,32GB,Windows 7,Intel,Core i3 3800U,2.0GHz,128.0,512,0.0,128.0,1.0,AMD,HD Graphics 1018,,1334.62
Fujitsu,Product_300,Netbook,15.6,IPS Panel 1366x768,4GB,No OS,Intel,Core i5 7297U,1.3GHz,0.0,256,1000.0,32.0,1.0,Intel,GeForce 1476,,1322.02
Lenovo,Product_489,Netbook,13.3,Touchscreen 2400x1600,16GB,Windows 10,AMD,Core i9 6541U,3.2GHz,512.0,256,1000.0,0.0,1.0,Intel,Radeon 966,,1982.9
Asus,Product_635,Gaming,14.9,IPS Panel Quad HD+ 2560x1440,32GB,Windows 10 S,Intel,Core i3 7871U,1.9GHz,128.0,1024,500.0,64.0,1.0,AMD,GeForce 798,,1304.08
Mediacom,Product_952,Notebook,15.3,IPS Panel Full HD 1366x768,4GB,Windows 10,AMD,Core i9 4896U,1.6GHz,512.0,1024,500.0,128.0,1.0,Intel,Radeon 1220,,1666.37
Huawei,Product_988,Workstation,15.1,IPS Panel Retina Display 2304x1440,32GB,Windows 7,AMD,Core i9 6365U,1.2GHz,512.0,128,1000.0,128.0,0.0,AMD,HD Graphics 1917,,1304.03
Acer,Product_879,Notebook,15.2,IPS Panel Touchscreen 2560x1440,32GB,Windows 10 S,Intel,Core i7 3402U,1.7GHz,0.0,1024,500.0,0.0,1.0,Nvidia,Radeon 1540,,346.49
Toshiba,Product_458,2 in 1 Convertible,16.9,Touchscreen 2256x1504,4GB,No OS,Intel,Core i3 4642U,1.7GHz,128.0,0,500.0,128.0,1.0,Intel,HD Graphics 1537,,1319.43
Acer,Product_504,Ultrabook,14.2,IPS Panel Full HD 1366x768,16GB,Linux,AMD,Core i3 8842U,1.8GHz,512.0,1024,1000.0,0.0,0.0,Nvidia,HD Graphics 1577,,1828.1
Razer,Product_803,Workstation,16.3,Touchscreen / Full HD 1920x1080,8GB,Windows 10,AMD,Core i7 7999U,2.8GHz,512.0,512,1000.0,128.0,1.0,AMD,GeForce 1353,,496.42
Asus,Product_437,Gaming,16.1,IPS Panel Full HD 2560x1440,32GB,Windows 10,Intel,Core i3 7843U,1.2GHz,512.0,512,500.0,64.0,0.0,Intel,HD Graphics 1324,,1104.74
Mediacom,Product_386,Notebook,16.7,IPS Panel Full HD 1920x1080,32GB,Chrome OS,AMD,Core i5 3074U,1.9GHz,512.0,512,0.0,64.0,1.0,AMD,GeForce 1530,,976.65
Samsung,Product_382,Workstation,16.8,Quad HD+ 3200x1800,8GB,Mac OS X,Intel,Core i9 8152U,2.2GHz,128.0,128,0.0,64.0,1.0,Nvidia,Radeon 549,,1201.92
Razer,Product_765,Gaming,16.4,Quad HD+ 3200x1800,8GB,Windows 10 S,AMD,Core i3 4665U,3.1GHz,256.0,1024,0.0,64.0,0.0,AMD,Radeon 1452,,461.3
Asus,Product_983,Workstation,13.0,IPS Panel 1366x768,8GB,Linux,AMD,Core i3 6957U,1.4GHz,0.0,128,1000.0,0.0,0.0,Intel,HD Graphics 1419,,620.86
Mediacom,Product_677,Workstation,11.9,IPS Panel Full HD 2160x1440,4GB,Windows 10 S,Intel,Core i9 6924U,3.9GHz,0.0,1024,500.0,32.0,1.0,Nvidia,Radeon 1169,,1094.32
Microsoft,Product_114,Gaming,15.3,Quad HD+ / Touchscreen 3200x1800,32GB,Windows 10 S,Intel,Core i7 8685U,3.8GHz,256.0,512,500.0,64.0,1.0,AMD,GeForce 1818,,1249.56
HP,Product_302,2 in 1 Convertible,13.4,4K Ultra HD / Touchscreen 3840x2160,32GB,Windows 10,AMD,Core i9 8210U,2.0GHz,256.0,0,0.0,64.0,0.0,AMD,HD Graphics 972,,1457.66
Google,Product_850,Netbook,15.5,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,16GB,Windows 10 S,AMD,Core i5 5323U,1.8GHz,256.0,128,1000.0,64.0,1.0,AMD,GeForce 1050,,897.75
Xiaomi,Product_156,Netbook,11.2,IPS Panel Quad HD+ 3200x1800,32GB,Chrome OS,Intel,Core i3 4815U,3.9GHz,0.0,128,1000.0,0.0,1.0,AMD,HD Graphics 1895,,1098.17
Acer,Product_282,Workstation,16.6,Touchscreen / Quad HD+ 3200x1800,4GB,Mac OS X,Intel,Core i5 5659U,1.7GHz,128.0,256,0.0,128.0,0.0,Intel,HD Graphics 1026,,756.28
Toshiba,Product_330,Ultrabook,12.3,Quad HD+ 3200x1800,4GB,Windows 10 S,AMD,Core i3 6919U,1.4GHz,512.0,128,1000.0,128.0,0.0,Nvidia,GeForce 1001,,878.48
Huawei,Product_907,Ultrabook,14.8,IPS Panel Full HD / Touchscreen 1920x1080,4GB,Windows 7,Intel,Core i7 3534U,1.1GHz,512.0,1024,1000.0,32.0,0.0,Nvidia,HD Graphics 1454,,849.61
Microsoft,Product_502,Netbook,14.9,IPS Panel Full HD 1920x1080,32GB,Windows 10 S,Intel,Core i5 4168U,3.2GHz,0.0,128,0.0,0.0,1.0,Nvidia,GeForce 833,,538.42
Toshiba,Product_330,Workstation,16.9,1600x900,32GB,Windows 10,AMD,Core i3 8999U,1.6GHz,256.0,1024,500.0,128.0,0.0,AMD,HD Graphics 549,,544.28
Lenovo,Product_382,Netbook,11.1,Touchscreen / Full HD 1920x1080,16GB,Windows 10,Intel,Core i3 7643U,2.0GHz,256.0,128,1000.0,128.0,0.0,AMD,GeForce 691,,555.14
Google,Product_918,Notebook,11.4,Touchscreen / Quad HD+ 3200x1800,4GB,No OS,AMD,,2.5GHz,512.0,512,1000.0,32.0,1.0,Intel,GeForce 1188,,1250.13
Mediacom,Product_58,2 in 1 Convertible,15.9,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,32GB,Windows 10 S,AMD,Core i9 7080U,1.5GHz,128.0,512,0.0,32.0,0.0,Intel,HD Graphics 1072,,1465.91
Huawei,Product_783,Notebook,11.6,IPS Panel Touchscreen 1366x768,4GB,Chrome OS,AMD,Core i9 6151U,3.6GHz,128.0,0,500.0,64.0,0.0,Nvidia,GeForce 819,,589.42
Google,Product_331,Gaming,13.4,4K Ultra HD 3840x2160,8GB,Chrome OS,AMD,Core i5 4380U,1.6GHz,256.0,1024,500.0,32.0,1.0,AMD,HD Graphics 1581,,341.99
Mediacom,Product_129,Ultrabook,11.8,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,16GB,Windows 10,Intel,Core i7 3142U,3.4GHz,512.0,1024,500.0,32.0,1.0,Nvidia,GeForce 1272,,832.18
Dell,Product_163,Gaming,11.8,Touchscreen / Quad HD+ 3200x1800,4GB,No OS,AMD,Core i7 4079U,2.0GHz,512.0,0,1000.0,0.0,1.0,AMD,GeForce 1126,,1294.61
Dell,Product_667,Ultrabook,16.7,4K Ultra HD / Touchscreen 3840x2160,32GB,No OS,AMD,Core i5 7969U,1.7GHz,512.0,0,500.0,64.0,1.0,Nvidia,HD Graphics 1412,,624.09
Samsung,Product_73,Notebook,16.6,Touchscreen / Quad HD+ 3200x1800,4GB,Windows 10,Intel,Core i7 7065U,1.0GHz,512.0,0,500.0,0.0,0.0,AMD,Radeon 938,,716.96
Huawei,Product_739,2 in 1 Convertible,13.6,Touchscreen / 4K Ultra HD 3840x2160,32GB,Linux,AMD,Core i5 3137U,2.1GHz,512.0,256,1000.0,32.0,0.0,AMD,Radeon 1001,,710.64
Dell,Product_816,2 in 1 Convertible,13.3,4K Ultra HD 3840x2160,4GB,No OS,Intel,Core i5 6476U,3.8GHz,0.0,0,1000.0,0.0,1.0,AMD,HD Graphics 1338,,340.9
Mediacom,Product_164,2 in 1 Convertible,13.4,4K Ultra HD 3840x2160,4GB,Mac OS X,Intel,Core i5 5530U,3.1GHz,512.0,1024,500.0,64.0,1.0,AMD,Radeon 987,,800.38
Dell,Product_973,Ultrabook,12.5,Touchscreen / Quad HD+ 3200x1800,32GB,Windows 10,Intel,Core i7 3879U,1.1GHz,0.0,512,1000.0,0.0,0.0,Intel,Radeon 539,,731.3
Razer,Product_868,Notebook,16.7,2560x1440,16GB,Windows 10 S,Intel,Core i9 6923U,2.0GHz,256.0,128,1000.0,128.0,1.0,AMD,Radeon 1347,,346.58
Fujitsu,Product_662,Netbook,15.0,IPS Panel Full HD 1366x768,8GB,Mac OS X,Intel,Core i9 4515U,3.0GHz,128.0,1024,1000.0,128.0,0.0,Nvidia,HD Graphics 1287,,1399.21
Toshiba,Product_284,Workstation,16.9,IPS Panel 1366x768,4GB,Chrome OS,AMD,Core i3 3648U,1.2GHz,0.0,1024,1000.0,64.0,0.0,Intel,HD Graphics 1435,,1106.28
Huawei,Product_994,Gaming,11.9,IPS Panel 1366x768,8GB,Windows 10 S,Intel,Core i3 3036U,3.8GHz,256.0,512,0.0,64.0,1.0,AMD,HD Graphics 696,,497.11
Huawei,Product_140,Netbook,12.7,IPS Panel Full HD 2160x1440,32GB,Linux,Intel,Core i5 7127U,2.0GHz,0.0,1024,1000.0,128.0,1.0,Nvidia,HD Graphics 575,,535.31
Mediacom,Product_683,Notebook,12.2,2560x1440,8GB,Windows 10,AMD,Core i9 6730U,1.8GHz,0.0,128,500.0,0.0,1.0,Intel,GeForce 1827,,1553.0
Microsoft,Product_397,Ultrabook,13.7,Touchscreen 1366x768,16GB,No OS,Intel,Core i9 8401U,3.2GHz,512.0,512,0.0,64.0,0.0,AMD,GeForce 1193,,1077.86
Razer,Product_562,Notebook,16.9,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,4GB,Windows 10,Intel,Core i9 4725U,2.7GHz,0.0,512,500.0,32.0,1.0,AMD,HD Graphics 1054,,1110.4
Fujitsu,Product_196,Gaming,12.5,IPS Panel Quad HD+ 2560x1440,8GB,Windows 10,AMD,Core i3 3306U,1.0GHz,512.0,128,500.0,128.0,1.0,Nvidia,Radeon 943,,909.56
Mediacom,Product_166,Netbook,14.9,1920x1080,4GB,No OS,AMD,Core i7 3390U,3.4GHz,0.0,1024,0.0,64.0,0.0,Intel,GeForce 1685,,846.39
Dell,Product_92,Gaming,13.9,4K Ultra HD / Touchscreen 3840x2160,32GB,Windows 7,Intel,Core i9 4920U,2.3GHz,0.0,128,1000.0,0.0,0.0,Intel,GeForce 1478,,1038.11
Samsung,Product_468,Netbook,16.8,IPS Panel 4K Ultra HD 3840x2160,32GB,Chrome OS,Intel,Core i9 4191U,2.6GHz,128.0,256,1000.0,0.0,0.0,Intel,GeForce 1063,,602.32
Huawei,Product_60,Workstation,12.1,Quad HD+ / Touchscreen 3200x1800,16GB,Linux,AMD,Core i5 5532U,3.9GHz,256.0,256,0.0,32.0,0.0,AMD,HD Graphics 1563,,1157.31
Microsoft,Product_950,2 in 1 Convertible,13.8,IPS Panel Full HD / Touchscreen 1920x1080,8GB,Chrome OS,Intel,Core i9 7818U,2.3GHz,0.0,256,1000.0,0.0,1.0,Intel,Radeon 1567,,1657.51
HP,Product_809,Workstation,14.1,Touchscreen / Full HD 1920x1080,8GB,Linux,AMD,Core i9 3924U,3.3GHz,128.0,0,1000.0,0.0,1.0,Nvidia,GeForce 832,,1686.05
